rid,data
rid-q5acmsn14lg,8375
rid-n33i0qc0od8,4398
rid-0eg2ev075bg,4401
rid-ius13o3fdg,4431
rid-pqdvsr1n3to,4499
rid-s52k9r1up1g,9532
rid-td1897dkbbo,10545
rid-1e6up9cci28,3526
rid-4uk7h4oidfg,16636
rid-r87jl1mpq28,12198
rid-ei2pen3bei,8282
rid-2ljq514vgkg,15080
rid-4j3f0fqog7o,9099
rid-vcu5ih1cemg,9107
rid-0ujq0dnptog,9169
rid-kgggumla0ko,15247
rid-i6ivjgn3u3o,15258
rid-oq6r4tjii7,15277
rid-hntsa4ijm8,15281
rid-g340efejddo,15305
rid-5jmtka461d8,15316
rid-771p48pv728,15355
rid-lp3bjgdvneo,18388
rid-81ch3o5dk1o,18403
rid-j72umosi3n,18410
rid-61gc070n7tg,5388
rid-b0fh6dfkr5,5465
rid-u2lutbvo3no,16702
rid-r7eii1fucio,22862
rid-bqu7doatafo,6796
rid-e9o64fnh4f,6802
rid-2rkmoqogbeg,9891
rid-s0trgflenlo,9374
rid-tpspv1gbqgo,9387
rid-subb292h9d,9388
rid-4lna3nfphdo,17469
rid-vbndrtb3dr,19617
rid-usvj7ju0qdg,19623
rid-8luka0iatv,8585
rid-8h63unq2lko,12452
rid-pm2ocu3b3u,16697
rid-vmk43v4cbe,16698
rid-5vuul1r1v5,16703
rid-57tfkg7b43,10660
rid-30m8foe0e8,16711
rid-mb3ung6iob8,8669
rid-drdl09pfsu8,9720
rid-dthopqsucc,9884
rid-q0fe8plvirg,17358
rid-fbs6pvnp2a,17380
rid-1juvpr93jd8,9337
rid-a65sicu4ct8,9339
rid-ji97qegfcrg,9354
rid-hbo6v2069lg,9358
rid-tbo9hln4a0g,9362
rid-gbo62m1ld4,10417
rid-9lnb7iacu3o,8538
rid-m7o3htn8e4o,8539
rid-t4bdp77519,8542
rid-hidpfk73f1g,8545
rid-qn81vabeje,8547
rid-rb6mo291s18,8549
rid-dhangjk3g0g,8549
rid-u5tgoodouog,8567
rid-6uka9r3qb6o,17917
rid-3klj58blif,17931
rid-0aviq0186lg,17936
rid-5fkjsq7qbg,17941
rid-dpk44t4n8co,17947
rid-08im4q9v7ao,17947
rid-agpbb1ibfqo,17954
rid-dmvkkngac9,16119
rid-i7tak9oq0r,9169
rid-sgjlcms52so,9180
rid-33lc2b1ueng,9181
rid-70eqivdjo3g,13740
rid-ijb1p3nnkgg,15927
rid-l0qful3jdlo,14780
rid-lon7o2m60ro,17024
rid-c1bodrl2vo,17028
rid-rs308qfkshg,17048
rid-jnhio0q64v8,17053
rid-ogourt75cj,17063
rid-mrkaejueg9o,18232
rid-924sc8c6hko,18237
rid-gfu1a0l02mg,16232
rid-s67p4hqc5uo,16232
rid-66sbs13is9o,16237
rid-h218gs6kpd8,16240
rid-km61qnf51dg,16247
rid-hnucaap26eo,11219
rid-7lm7f7jj4o8,16257
rid-f6adnplf26o,16257
rid-ec2v6h4a6ro,11226
rid-vbiaa3ulq2g,11232
rid-1qghcci4i78,16265
rid-vn357mr5mk8,16272
rid-6caa13e06p,16275
rid-avco1tde0rg,16277
rid-d7g5l5u6jag,16286
rid-dnk4f8vr8ig,17755
rid-tkchboih7hg,17762
rid-8gecohsnes8,15860
rid-5gp9q5oud6g,15867
rid-coqvaj5o3kg,15875
rid-0drg81gd9co,15883
rid-qvanau8b04g,15886
rid-sm6edknc53g,15889
rid-kfu0omp86s8,14432
rid-nsvta4qvbp8,17451
rid-2lalm4qncfg,17460
rid-bebtqfpcbr8,17467
rid-eq4dvatgr1o,16503
rid-ekcd47oie18,16528
rid-gmpgsre6pp,16554
rid-6q99ubg5pb,16598
rid-qmi5i5piul8,16171
rid-fm42rudoghg,16172
rid-oiaahup5ov,16198
rid-fuvf6sg2d88,16214
rid-j5po64snbro,16218
rid-i3uerkr9qjo,16228
rid-036o4krbjb8,16303
rid-08lgrnkaaf,16309
rid-o11cdgijlbg,16332
rid-4fff3mnr8h,13397
rid-1jjhqm1ivco,15918
rid-i8hnjtckl1,15922
rid-kcrqkqnaveo,16083
rid-upu16nhfd5o,17097
rid-0vkgjnmv47,16104
rid-5ibrl2qblvg,16106
rid-mb0abt9ig9o,16126
rid-ctnvlffrjeo,16155
rid-pcahbkgferg,16165
rid-e352p3vp36g,16191
rid-am66aosnp5o,19260
rid-7h3bk17qppg,16246
rid-1vngaegkka,17467
rid-tdj38l3rakg,16673
rid-faip95nlufg,16692
rid-c2ufcpcv1gg,16732
rid-2am7h8e1cp,16816
rid-55s7oi4utuo,21931
rid-jhvbrb4jk58,15019
rid-c9i0lj2puv,17849
rid-kcvv93u67i,22665
